event_name,began_local,estimated_end_local,venue_name,address,city,country,segment,genre,description,estimated_attendance,event_url
Lachkater - die Stand Up Comedy Show,2026-08-12T20:00:00+02:00,2026-08-12T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,742,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-13T18:30:00+02:00,2026-08-13T20:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,611,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/382434652?language=en-us
Young Euro Classic 2026 | Slovenian Youth Orchestra,2026-08-13T19:00:00+02:00,2026-08-13T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,716,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-slovenian-youth-orchestra-tickets/1276469975?language=en-us
Ein Sommernachtstraum,2026-08-13T19:30:00+02:00,2026-08-13T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,416,https://www.ticketmaster.de/event/ein-sommernachtstraum-tickets/1738025106?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-13T20:00:00+02:00,2026-08-13T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,602,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-14T16:00:00+02:00,2026-08-14T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,539,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/958739268?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-14T19:00:00+02:00,2026-08-14T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,566,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
YEC 2026 | Angelika Prokopp Sommerakademie der Wiener Philharmoniker,2026-08-14T19:00:00+02:00,2026-08-14T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,650,https://www.ticketmaster.de/event/yec-2026-%7C-angelika-prokopp-sommerakademie-der-wiener-philharmoniker-tickets/648690754?language=en-us
Lachkater Open Air Stand Up Comedy Show Luftschloss Tempelhofer Feld,2026-08-14T19:30:00+02:00,2026-08-14T21:30:00+02:00,Luftschloss Tempelhofer Feld,Tempelhofer Damm 85,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,670,https://www.universe.com/events/lachkater-open-air-stand-up-comedy-show-luftschloss-tempelhofer-feld-tickets-XD15QP?ref=ticketmaster
Romeo & Juliet (EN),2026-08-14T19:30:00+02:00,2026-08-14T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,628,https://www.ticketmaster.de/event/romeo--juliet-en--tickets/1242247466?language=en-us
Cirque du Soleil ALIZÉ,2026-08-14T20:00:00+02:00,2026-08-14T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,713,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1913044432?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-14T21:00:00+02:00,2026-08-14T23:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,578,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-15T16:00:00+02:00,2026-08-15T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,653,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1420150993?language=en-us
Young Euro Classic 2026 | Future Now - ni-va (Argentinien),2026-08-15T16:30:00+02:00,2026-08-15T18:30:00+02:00,,Gendarmenmarkt,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,711,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-future-now-ni-va-argentinien--tickets/1488225632?language=en-us
Young Euro Classic 2026 | Estonian National Opera Boys’ Choir,2026-08-15T19:00:00+02:00,2026-08-15T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,578,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-estonian-national-opera-boys-choir-tickets/1510043914?language=en-us
A night with Sinatra in Berlin,2026-08-15T19:30:00+02:00,2026-08-15T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,687,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
Romeo & Juliet (EN),2026-08-15T19:30:00+02:00,2026-08-15T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,597,https://www.ticketmaster.de/event/romeo--juliet-en--tickets/146261985?language=en-us
Cirque du Soleil ALIZÉ,2026-08-15T20:00:00+02:00,2026-08-15T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,622,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1296378096?language=en-us
Cirque du Soleil ALIZÉ,2026-08-16T13:00:00+02:00,2026-08-16T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,658,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/637688428?language=en-us
Young Euro Classic 2026 | Future Now-Ensemble &ñiou,2026-08-16T16:30:00+02:00,2026-08-16T18:30:00+02:00,,Gendarmenmarkt,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,652,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-future-now-ensemble-niou-tickets/745089275?language=en-us
Cirque du Soleil ALIZÉ,2026-08-16T17:00:00+02:00,2026-08-16T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,506,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/755110497?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-16T19:00:00+02:00,2026-08-16T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,495,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Young Euro Classic 2026 | AYSO - Accademia Youth Symphony Orchestra,2026-08-16T19:00:00+02:00,2026-08-16T21:00:00+02:00,,Gendarmenmarkt 2,Berlin,Germany,Arts & Theatre,Classical,Segment: Arts & Theatre | Genre: Classical,656,https://www.ticketmaster.de/event/young-euro-classic-2026-%7C-ayso-accademia-youth-symphony-orchestra-tickets/1406147368?language=en-us
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-08-17T20:00:00+02:00,2026-08-17T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,526,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
The Swingin' Hermlins,2026-08-18T19:00:00+02:00,2026-08-18T21:00:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,550,https://www.ticketmaster.de/event/the-swingin-hermlins-tickets/180953306?language=en-us
OFF DAYS 2026: Blood Orange,2026-08-19T19:15:00+02:00,2026-08-19T22:15:00+02:00,,Columbiadamm 13 - 21,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1439,https://www.ticketmaster.de/event/off-days-2026-blood-orange-tickets/427018280?language=en-us
Schuld und Sühne,2026-08-19T19:30:00+02:00,2026-08-19T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,738,https://www.ticketmaster.de/event/schuld-und-suhne-tickets/833301750?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-19T20:00:00+02:00,2026-08-19T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,511,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-20T18:30:00+02:00,2026-08-20T20:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,625,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/410462815?language=en-us
Was Ihr wollt,2026-08-20T19:30:00+02:00,2026-08-20T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,522,https://www.ticketmaster.de/event/was-ihr-wollt-tickets/1982691282?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-20T20:00:00+02:00,2026-08-20T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,634,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Two Feet - The Next Steps Tour,2026-08-20T20:00:00+02:00,2026-08-20T23:00:00+02:00,,Hasenheide 107 - 113,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1722,https://www.ticketmaster.de/event/two-feet-the-next-steps-tour-tickets/905458209?language=en-us
Cirque du Soleil ALIZÉ,2026-08-21T16:00:00+02:00,2026-08-21T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,560,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1932270840?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-21T19:00:00+02:00,2026-08-21T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,743,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Was Ihr wollt,2026-08-21T19:30:00+02:00,2026-08-21T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,627,https://www.ticketmaster.de/event/was-ihr-wollt-tickets/1198567594?language=en-us
Cirque du Soleil ALIZÉ,2026-08-21T20:00:00+02:00,2026-08-21T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,542,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1473233502?language=en-us
ZARNA GARG: MILLION DOLLAR EXCUSES,2026-08-21T20:00:00+02:00,2026-08-21T23:00:00+02:00,PUNCH L!NE Club Berlin,Marlene-Dietrich-Platz 1,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,2147,https://www.ticketmaster.de/event/zarna-garg-million-dollar-excuses-tickets/592261174?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-21T21:00:00+02:00,2026-08-21T23:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,692,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Roland-Tour - Auf den Spuren von Roland Kaiser,2026-08-22T10:00:00+02:00,2026-08-22T12:00:00+02:00,,Invalidenstraße,Berlin,Germany,Miscellaneous,Undefined,Segment: Miscellaneous | Genre: Undefined,603,https://www.universe.com/events/roland-tour-auf-den-spuren-von-roland-kaiser-tickets-B20C7R?ref=ticketmaster
TFELD 2026,2026-08-22T13:00:00+02:00,2026-08-22T16:00:00+02:00,,Platz der Luftbrücke,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,2090,https://www.universe.com/events/tfeld-2026-tickets-WDF421?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-22T16:00:00+02:00,2026-08-22T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,415,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/380134008?language=en-us
A night with Sinatra in Berlin,2026-08-22T19:30:00+02:00,2026-08-22T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,538,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
Ein Sommernachtstraum,2026-08-22T19:30:00+02:00,2026-08-22T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,643,https://www.ticketmaster.de/event/ein-sommernachtstraum-tickets/1356052079?language=en-us
Cirque du Soleil ALIZÉ,2026-08-22T20:00:00+02:00,2026-08-22T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,643,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/2070892610?language=en-us
Cirque du Soleil ALIZÉ,2026-08-23T13:00:00+02:00,2026-08-23T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,685,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/348614619?language=en-us
Cirque du Soleil ALIZÉ,2026-08-23T17:00:00+02:00,2026-08-23T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,628,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/898406990?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-23T19:00:00+02:00,2026-08-23T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,771,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-08-24T20:00:00+02:00,2026-08-24T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,621,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
Hudson Freeman - EU/UK Tour 2026,2026-08-24T20:00:00+02:00,2026-08-24T23:00:00+02:00,,Skalitzer Straße 85-86,Berlin,Germany,Music,Alternative,Segment: Music | Genre: Alternative,1757,https://www.ticketmaster.de/event/hudson-freeman-eu-uk-tour-2026-tickets/1034710827?language=en-us
The Swingin' Hermlins,2026-08-25T19:00:00+02:00,2026-08-25T21:00:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,836,https://www.ticketmaster.de/event/the-swingin-hermlins-tickets/976596552?language=en-us
Sammy Obeid: Live in Berlin!,2026-08-25T20:00:00+02:00,2026-08-25T22:00:00+02:00,PUNCH L!NE Club Berlin,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,592,https://www.ticketmaster.de/event/sammy-obeid-live-in-berlin-tickets/82407127?language=en-us
Was Ihr wollt,2026-08-26T19:30:00+02:00,2026-08-26T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,665,https://www.ticketmaster.de/event/was-ihr-wollt-tickets/1030908982?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-26T20:00:00+02:00,2026-08-26T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,715,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Kels - Across The Pond Tour,2026-08-26T20:00:00+02:00,2026-08-26T23:00:00+02:00,Mikropol,Nollendorfplatz 5,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,2359,https://www.ticketmaster.de/event/kels-across-the-pond-tour-tickets/1219507953?language=en-us
Cirque du Soleil ALIZÉ,2026-08-27T18:30:00+02:00,2026-08-27T20:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,637,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/903010184?language=en-us
Was Ihr wollt,2026-08-27T19:30:00+02:00,2026-08-27T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,645,https://www.ticketmaster.de/event/was-ihr-wollt-tickets/124755316?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-27T20:00:00+02:00,2026-08-27T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,644,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-28T16:00:00+02:00,2026-08-28T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,734,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/489136457?language=en-us
Brews Cruise Vol. 1 – Opening Cruise 2026,2026-08-28T17:00:00+02:00,2026-08-28T19:00:00+02:00,Schiffsanlegestelle,Märkisches Ufer 48,Berlin,Germany,Miscellaneous,Food & Drink,Segment: Miscellaneous | Genre: Food & Drink,443,https://www.universe.com/events/brews-cruise-vol-1-opening-cruise-2026-tickets-MCRKQT?ref=ticketmaster
Lachkater - die Stand Up Comedy Show,2026-08-28T19:00:00+02:00,2026-08-28T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,498,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Schuld und Sühne,2026-08-28T19:30:00+02:00,2026-08-28T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,668,https://www.ticketmaster.de/event/schuld-und-suhne-tickets/1056513452?language=en-us
Cirque du Soleil ALIZÉ,2026-08-28T20:00:00+02:00,2026-08-28T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,808,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1625034279?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-28T21:00:00+02:00,2026-08-28T23:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,661,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
Bottoms Up Brunch!,2026-08-29T12:00:00+02:00,2026-08-29T14:00:00+02:00,Vagabund Brauerei Kesselhaus,Oudenarder Str. 16-20,Berlin,Germany,Arts & Theatre,Variety,Segment: Arts & Theatre | Genre: Variety,570,https://www.universe.com/events/bottoms-up-brunch-tickets-83P2VM?ref=ticketmaster
Klassentreffen Festival,2026-08-29T12:00:00+02:00,2026-08-29T15:00:00+02:00,,Kurt-Schumacher-Damm 207,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,1914,https://www.universe.com/events/klassentreffen-festival-tickets-HWQZJ5?ref=ticketmaster
Brews Cruise Vol.2: One Continent. Many Cheers. Störtebeker×BRLO×Friends,2026-08-29T14:00:00+02:00,2026-08-29T16:00:00+02:00,Schiffsanlegestelle,Märkisches Ufer 48,Berlin,Germany,Miscellaneous,Food & Drink,Segment: Miscellaneous | Genre: Food & Drink,568,https://www.universe.com/events/brews-cruise-vol-2-one-continent-many-cheers-stortebekerxbrloxfriends-tickets-WPFX67?ref=ticketmaster
Cirque du Soleil ALIZÉ,2026-08-29T16:00:00+02:00,2026-08-29T18:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,722,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1834217125?language=en-us
Brews Cruise Vol. 3 – Across the Atlantic,2026-08-29T18:00:00+02:00,2026-08-29T20:00:00+02:00,Schiffsanlegestelle,Märkisches Ufer 48,Berlin,Germany,Miscellaneous,Food & Drink,Segment: Miscellaneous | Genre: Food & Drink,553,https://www.universe.com/events/brews-cruise-vol-3-across-the-atlantic-tickets-9NQFG0?ref=ticketmaster
A night with Sinatra in Berlin,2026-08-29T19:30:00+02:00,2026-08-29T21:30:00+02:00,,Budapester Straße 45,Berlin,Germany,Arts & Theatre,Fine Art,Segment: Arts & Theatre | Genre: Fine Art,554,https://www.universe.com/events/a-night-with-sinatra-in-berlin-tickets-F5DCYB?ref=ticketmaster
Lachkater Open Air Stand Up Comedy Show Luftschloss Tempelhofer Feld,2026-08-29T19:30:00+02:00,2026-08-29T21:30:00+02:00,Luftschloss Tempelhofer Feld,Tempelhofer Damm 85,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,647,https://www.universe.com/events/lachkater-open-air-stand-up-comedy-show-luftschloss-tempelhofer-feld-tickets-XD15QP?ref=ticketmaster
Urfaust,2026-08-29T19:30:00+02:00,2026-08-29T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,626,https://www.ticketmaster.de/event/urfaust-tickets/1084557676?language=en-us
Cirque du Soleil ALIZÉ,2026-08-29T20:00:00+02:00,2026-08-29T22:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,687,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/169328826?language=en-us
JOJI: SOLARIS,2026-08-29T20:00:00+02:00,2026-08-29T23:00:00+02:00,,Paul-Heyse-Straße 26,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,1349,https://www.ticketmaster.de/event/joji-solaris-tickets/1514580263?language=en-us
Cirque du Soleil ALIZÉ,2026-08-30T13:00:00+02:00,2026-08-30T15:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,627,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1926007877?language=en-us
Cirque du Soleil ALIZÉ,2026-08-30T17:00:00+02:00,2026-08-30T19:00:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,671,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/126703519?language=en-us
Lachkater - die Stand Up Comedy Show,2026-08-30T19:00:00+02:00,2026-08-30T21:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,481,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
WIR ARBEITEN DRAN - Stand-up Comedy Berlin,2026-08-31T20:00:00+02:00,2026-08-31T22:00:00+02:00,Oblomov Kreuzkoelln,Lenaustraße 7,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,711,https://www.universe.com/events/wir-arbeiten-dran-stand-up-comedy-berlin-tickets-LF359S?ref=ticketmaster
Eartheater,2026-08-31T20:00:00+02:00,2026-08-31T23:00:00+02:00,Theater des Westens,Kantstraße 12,Berlin,Germany,Music,Dance/Electronic,Segment: Music | Genre: Dance/Electronic,2047,https://www.ticketmaster.de/event/eartheater-tickets/2078204046?language=en-us
The Swingin' Hermlins,2026-09-01T19:00:00+02:00,2026-09-01T22:00:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Music,Jazz,Segment: Music | Genre: Jazz,1994,https://www.ticketmaster.de/event/the-swingin-hermlins-tickets/1725049701?language=en-us
Baby Keem - The Ca$ino Tour,2026-09-01T20:30:00+02:00,2026-09-01T23:30:00+02:00,Tempodrom,Möckernstraße 10,Berlin,Germany,Music,Hip-Hop/Rap,Segment: Music | Genre: Hip-Hop/Rap,1656,https://www.ticketmaster.de/event/baby-keem-the-caino-tour-tickets/1191383101?language=en-us
Was Ihr wollt,2026-09-02T19:30:00+02:00,2026-09-02T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,634,https://www.ticketmaster.de/event/was-ihr-wollt-tickets/1954982619?language=en-us
Lachkater - die Stand Up Comedy Show,2026-09-02T20:00:00+02:00,2026-09-02T22:00:00+02:00,Tati Goes Underground,Metzer Straße 2,Berlin,Germany,Arts & Theatre,Comedy,Segment: Arts & Theatre | Genre: Comedy,639,https://www.universe.com/events/lachkater-die-stand-up-comedy-show-tickets-T6CRGJ?ref=ticketmaster
YEBBA - Jean Tour,2026-09-02T20:00:00+02:00,2026-09-02T23:00:00+02:00,,Hasenheide 107 - 113,Berlin,Germany,Music,Rock,Segment: Music | Genre: Rock,1888,https://www.ticketmaster.de/event/yebba-jean-tour-tickets/10809181?language=en-us
Cirque du Soleil ALIZÉ,2026-09-03T18:30:00+02:00,2026-09-03T20:30:00+02:00,,Marlene-Dietrich-Platz 1,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,609,https://www.ticketmaster.de/event/cirque-du-soleil-alize-tickets/1183662539?language=en-us
Was Ihr wollt,2026-09-03T19:30:00+02:00,2026-09-03T21:30:00+02:00,,Sömmeringstraße 15,Berlin,Germany,Arts & Theatre,Theatre,Segment: Arts & Theatre | Genre: Theatre,662,https://www.ticketmaster.de/event/was-ihr-wollt-tickets/401764057?language=en-us
